Nr,TID,PID,x [micron],y [micron],t [sec],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],? [deg],?? [deg]
1700,19,11,711.016,714.045,14804.976,99,28.319,26.817,NA,1.931,0.002,-168.69,11.31
1701,19,12,707.987,713.288,15730.287,111,31.441,29.823,NA,3.122,0.003,-165.964,2.726
1702,19,13,703.823,712.909,16655.598,50,35.623,33.696,NA,4.182,0.005,-174.806,-8.842
1703,19,14,699.28,712.909,17580.909,77,40.166,37.832,NA,4.543,0.005,180,-5.194
1704,19,15,697.387,712.152,18506.219,92,42.205,39.87,NA,2.039,0.002,-158.199,21.801
1705,19,16,695.115,711.773,19431.53,108,44.508,42.114,NA,2.303,0.002,-170.538,-12.339
1706,19,17,693.979,711.016,20356.841,82,45.873,43.452,NA,1.365,0.001,-146.31,24.228
1707,19,18,692.465,710.259,21282.152,97,47.566,45.141,NA,1.693,0.002,-153.435,-7.125
1708,19,19,691.329,710.259,22207.463,153,48.702,46.191,NA,1.136,0.001,180,-26.565
1709,19,20,691.329,710.259,23132.774,96,48.702,46.191,NA,0,0,0,-180
1710,19,21,691.329,710.259,24058.085,69,48.702,46.191,NA,0,0,0,0
1711,19,22,689.057,708.745,24983.396,112,51.432,48.869,NA,2.73,0.003,-146.31,-146.31
1712,19,23,687.543,708.366,25908.707,60,52.993,50.413,NA,1.561,0.002,-165.964,-19.654
1713,19,24,684.893,707.987,26834.018,66,55.67,53.01,NA,2.677,0.003,-171.87,-5.906
1714,19,25,681.864,707.987,27759.329,59,58.699,55.833,NA,3.029,0.003,180,-8.13
1715,19,26,679.971,706.852,28684.64,72,60.907,58.007,NA,2.208,0.002,-149.036,30.964
1716,19,27,679.592,706.473,29609.951,125,61.442,58.496,NA,0.535,5.786E-4,-135,14.036
1717,19,28,678.456,706.094,30535.262,91,62.64,59.692,NA,1.197,0.001,-161.565,-26.565
1718,19,29,675.806,704.58,31460.573,81,65.692,62.712,NA,3.052,0.003,-150.255,11.31
1719,19,30,675.049,703.823,32385.884,64,66.763,63.696,NA,1.071,0.001,-135,15.255
1720,19,31,673.156,701.173,33311.195,108,70.02,66.467,NA,3.257,0.004,-125.538,9.462
1721,19,32,671.642,698.901,34236.506,94,72.75,68.778,NA,2.73,0.003,-123.69,1.848
1722,19,33,670.884,698.144,35161.817,110,73.821,69.783,NA,1.071,0.001,-135,-11.31
1723,19,34,670.506,697.765,36087.128,56,74.356,70.287,NA,0.535,5.786E-4,-135,0
1724,19,35,669.748,696.629,37012.439,83,75.721,71.459,NA,1.365,0.001,-123.69,11.31
1725,19,36,669.748,696.629,37937.75,100,75.721,71.459,NA,0,0,0,123.69
1726,19,37,669.748,696.629,38863.061,84,75.721,71.459,NA,0,0,0,0
1727,19,38,669.748,696.629,39788.372,153,75.721,71.459,NA,0,0,0,0
1728,19,39,668.234,691.329,40713.683,186,81.234,75.238,NA,5.513,0.006,-105.945,-105.945
1729,19,40,665.962,686.407,41638.994,40,86.654,79.67,NA,5.421,0.006,-114.775,-8.83
1730,19,41,663.691,683.757,42564.305,91,90.145,82.993,NA,3.491,0.004,-130.601,-15.826
1731,19,42,661.419,679.971,43489.616,30,94.56,86.947,NA,4.415,0.005,-120.964,9.638
1732,19,43,659.905,676.185,44414.927,99,98.638,90.32,NA,4.078,0.004,-111.801,9.162
1733,19,44,657.633,673.156,45340.238,63,102.424,93.921,NA,3.786,0.004,-126.87,-15.068
1734,19,45,655.74,671.263,46265.549,76,105.101,96.562,NA,2.677,0.003,-135,-8.13
1735,19,46,653.09,669.748,47190.86,90,108.153,99.598,NA,3.052,0.003,-150.255,-15.255
1736,19,47,650.44,668.991,48116.171,114,110.91,102.199,NA,2.756,0.003,-164.055,-13.799
1737,19,48,646.275,666.341,49041.482,109,115.846,107.131,NA,4.936,0.005,-147.529,16.526
1738,19,49,644.382,664.069,49966.793,100,118.803,109.986,NA,2.957,0.003,-129.806,17.723
1739,19,50,642.11,661.798,50892.104,53,122.016,113.154,NA,3.213,0.003,-135,-5.194
1740,19,51,640.975,660.662,51817.415,91,123.622,114.739,NA,1.606,0.002,-135,0
1741,19,52,640.975,660.662,52742.726,80,123.622,114.739,NA,0,0,0,135
1742,19,53,638.324,657.255,53668.036,60,127.939,118.887,NA,4.317,0.005,-127.875,-127.875
1743,19,54,638.324,657.255,54593.347,79,127.939,118.887,NA,0,0,0,127.875
1744,19,55,634.16,652.711,55518.658,158,134.102,124.939,NA,6.163,0.007,-132.51,-132.51
1745,19,56,627.724,640.217,56443.969,99,148.156,137.721,NA,14.054,0.015,-117.255,15.255
1746,19,57,623.938,628.481,57369.28,142,160.488,148.249,NA,12.332,0.013,-107.879,9.377
1747,19,58,620.909,623.18,58294.591,51,166.593,154.058,NA,6.105,0.007,-119.745,-11.866
1748,19,59,617.123,617.123,59219.902,81,173.737,160.96,NA,7.143,0.008,-122.005,-2.261
1749,19,60,616.744,616.365,60145.213,101,174.583,161.755,NA,0.847,9.149E-4,-116.565,5.44
1750,19,61,616.744,616.365,61070.524,89,174.583,161.755,NA,0,0,0,116.565
1751,19,62,616.744,616.365,61995.835,154,174.583,161.755,NA,0,0,0,0
1752,19,63,616.744,616.365,62921.146,75,174.583,161.755,NA,0,0,0,0
1753,19,64,616.744,616.365,63846.457,62,174.583,161.755,NA,0,0,0,0
1754,19,65,616.744,616.365,64771.768,188,174.583,161.755,NA,0,0,0,0
1755,19,66,616.744,616.365,65697.079,153,174.583,161.755,NA,0,0,0,0
1756,19,67,616.744,616.365,66622.39,105,174.583,161.755,NA,0,0,0,0
1757,19,68,616.744,616.365,67547.701,136,174.583,161.755,NA,0,0,0,0
1758,19,69,616.744,616.365,68473.012,142,174.583,161.755,NA,0,0,0,0
1759,19,70,616.744,616.365,69398.323,118,174.583,161.755,NA,0,0,0,0
1760,19,71,616.744,616.365,70323.634,106,174.583,161.755,NA,0,0,0,0
1761,19,72,616.744,616.365,71248.945,209,174.583,161.755,NA,0,0,0,0
1762,19,73,613.715,610.686,72174.256,92,181.019,167.873,NA,6.436,0.007,-118.072,-118.072
1763,19,74,612.579,608.415,73099.567,101,183.559,170.273,NA,2.54,0.003,-116.565,1.507
1764,19,75,612.579,608.415,74024.878,142,183.559,170.273,NA,0,0,0,116.565
1765,19,76,612.579,608.415,74950.189,44,183.559,170.273,NA,0,0,0,0
1766,19,77,612.579,608.415,75875.5,51,183.559,170.273,NA,0,0,0,0
1767,19,78,609.929,606.9,76800.811,104,186.612,173.227,NA,3.052,0.003,-150.255,-150.255
1768,19,91,602.736,596.678,77726.122,255,199.111,185.525,NA,12.5,0.014,-125.134,25.121
1769,19,92,602.736,596.678,78651.433,148,199.111,185.525,NA,0,0,0,125.134
1770,19,93,602.357,596.3,79576.744,82,199.647,186.06,NA,0.535,5.786E-4,-135,-135
1771,19,94,601.979,594.407,80502.055,123,201.577,187.668,NA,1.931,0.002,-101.31,33.69
1772,19,95,600.843,591.756,81427.366,88,204.46,190.353,NA,2.883,0.003,-113.199,-11.889
1773,19,96,600.464,590.999,82352.677,91,205.307,191.159,NA,0.847,9.149E-4,-116.565,-3.366
1774,19,97,599.328,588.349,83277.988,89,208.19,193.851,NA,2.883,0.003,-113.199,3.366
1775,19,98,597.814,584.184,84203.299,70,212.622,197.905,NA,4.431,0.005,-109.983,3.215
1776,19,99,597.814,583.427,85128.61,83,213.379,198.455,NA,0.757,8.183E-4,-90,19.983
1777,19,100,597.814,581.534,86053.921,103,215.272,199.835,NA,1.893,0.002,-90,0
1778,19,101,597.814,579.641,86979.232,80,217.165,201.223,NA,1.893,0.002,-90,0
1779,19,102,597.814,577.369,87904.543,89,219.437,202.9,NA,2.272,0.002,-90,0
1780,19,103,597.057,574.719,88829.854,47,222.193,205.376,NA,2.756,0.003,-105.945,-15.945
1781,19,104,596.678,571.69,89755.164,90,225.245,207.892,NA,3.052,0.003,-97.125,8.82
1782,19,105,595.542,567.904,90680.475,40,229.198,211.49,NA,3.953,0.004,-106.699,-9.574
1783,19,106,595.164,566.011,91605.786,30,231.129,213.17,NA,1.931,0.002,-101.31,5.389
1784,19,107,594.028,562.982,92531.097,34,234.363,216.21,NA,3.235,0.003,-110.556,-9.246
1785,19,108,592.892,560.332,93456.408,46,237.247,218.966,NA,2.883,0.003,-113.199,-2.643
1786,19,109,592.135,556.925,94381.719,84,240.737,222.065,NA,3.491,0.004,-102.529,10.67
1787,19,110,591.378,554.653,95307.03,83,243.132,224.297,NA,2.394,0.003,-108.435,-5.906
1788,19,111,591.378,554.653,96232.341,80,243.132,224.297,NA,0,0,0,108.435
1789,19,112,591.378,554.653,97157.652,89,243.132,224.297,NA,0,0,0,0
1790,19,113,591.378,554.653,98082.963,122,243.132,224.297,NA,0,0,0,0
1791,19,114,591.378,554.653,99008.274,94,243.132,224.297,NA,0,0,0,0
1792,19,115,591.378,554.653,99933.585,50,243.132,224.297,NA,0,0,0,0
1793,19,116,591.378,554.653,100858.896,144,243.132,224.297,NA,0,0,0,0
1794,19,117,591.378,554.653,101784.207,61,243.132,224.297,NA,0,0,0,0
1795,19,118,591.378,554.653,102709.518,56,243.132,224.297,NA,0,0,0,0
1796,19,119,591.378,554.653,103634.829,82,243.132,224.297,NA,0,0,0,0
1797,19,120,591.378,554.653,104560.14,132,243.132,224.297,NA,0,0,0,0
1798,19,121,591.378,554.653,105485.451,56,243.132,224.297,NA,0,0,0,0
1799,19,122,591.378,554.653,106410.762,65,243.132,224.297,NA,0,0,0,0
1800,19,123,590.62,553.139,107336.073,52,244.825,225.948,NA,1.693,0.002,-116.565,-116.565
1801,19,124,589.106,551.246,108261.384,100,247.249,228.372,NA,2.424,0.003,-128.66,-12.095
1802,19,125,588.727,550.867,109186.695,111,247.785,228.905,NA,0.535,5.786E-4,-135,-6.34
1803,19,126,587.97,550.867,110112.006,109,248.542,229.386,NA,0.757,8.183E-4,180,-45
1804,19,127,586.834,550.11,111037.317,123,249.907,230.694,NA,1.365,0.001,-146.31,33.69
1805,19,128,586.834,549.731,111962.628,80,250.286,230.985,NA,0.379,4.092E-4,-90,56.31
1806,19,129,586.077,548.974,112887.939,94,251.356,232.051,NA,1.071,0.001,-135,-45
1807,19,130,585.699,548.217,113813.25,148,252.203,232.876,NA,0.847,9.149E-4,-116.565,18.435
1808,19,131,585.699,548.217,114738.561,71,252.203,232.876,NA,0,0,0,116.565
1809,19,132,585.32,545.945,115663.872,107,254.506,234.871,NA,2.303,0.002,-99.462,-99.462
1810,19,133,585.32,545.945,116589.183,144,254.506,234.871,NA,0,0,0,99.462
1811,19,134,585.32,545.945,117514.494,39,254.506,234.871,NA,0,0,0,0
1812,19,135,585.32,545.945,118439.805,116,254.506,234.871,NA,0,0,0,0
1813,19,136,585.32,545.945,119365.116,87,254.506,234.871,NA,0,0,0,0
1814,19,137,585.32,545.945,120290.427,30,254.506,234.871,NA,0,0,0,0
1815,20,1,706.473,743.955,25908.707,127,0,0,NA,NA,NA,NA,NA
1816,20,2,698.144,739.79,26834.018,65,9.312,9.312,NA,9.312,0.01,-153.435,NA
1817,20,3,694.736,738.654,27759.329,246,12.904,12.878,NA,3.592,0.004,-161.565,-8.13
1818,20,4,694.358,738.654,28684.64,100,13.283,13.224,NA,0.379,4.092E-4,180,-18.435
1819,20,5,694.358,738.654,29609.951,120,13.283,13.224,NA,0,0,0,-180
1820,20,6,694.358,738.654,30535.262,123,13.283,13.224,NA,0,0,0,0
1821,20,7,694.358,738.654,31460.573,104,13.283,13.224,NA,0,0,0,0
1822,20,8,694.358,738.654,32385.884,166,13.283,13.224,NA,0,0,0,0
1823,20,9,692.465,737.897,33311.195,91,15.322,15.262,NA,2.039,0.002,-158.199,-158.199
1824,20,10,689.436,736.383,34236.506,46,18.708,18.644,NA,3.386,0.004,-153.435,4.764
1825,20,11,686.028,734.49,35161.817,71,22.606,22.529,NA,3.898,0.004,-150.945,2.49
1826,20,12,683.757,733.354,36087.128,106,25.146,25.068,NA,2.54,0.003,-153.435,-2.49
1827,20,13,682.621,732.975,37012.439,205,26.343,26.258,NA,1.197,0.001,-161.565,-8.13
1828,20,14,681.107,731.461,37937.75,100,28.485,28.276,NA,2.142,0.002,-135,26.565
1829,20,15,679.214,729.568,38863.061,51,31.162,30.823,NA,2.677,0.003,-135,0
1830,20,17,676.185,726.918,39788.372,63,35.186,34.751,NA,4.025,0.004,-138.814,-3.814
1831,20,18,668.991,720.481,40713.683,100,44.839,44.225,NA,9.653,0.01,-138.18,0.634
1832,20,19,666.341,716.695,41638.994,61,49.46,48.514,NA,4.621,0.005,-124.992,13.188
1833,20,20,663.691,714.424,42564.305,78,52.951,51.985,NA,3.491,0.004,-139.399,-14.407
1834,20,21,662.176,711.773,43489.616,92,56.003,54.752,NA,3.052,0.003,-119.745,19.654
1835,20,22,662.176,711.395,44414.927,107,56.382,54.976,NA,0.379,4.092E-4,-90,29.745
1836,20,23,661.419,709.88,45340.238,87,58.075,56.488,NA,1.693,0.002,-116.565,-26.565
1837,20,24,658.769,705.337,46265.549,86,63.335,61.376,NA,5.26,0.006,-120.256,-3.691
1838,20,25,656.876,703.823,47190.86,135,65.759,63.8,NA,2.424,0.003,-141.34,-21.084
1839,20,26,655.74,702.687,48116.171,87,67.365,65.398,NA,1.606,0.002,-135,6.34
1840,20,27,645.897,692.086,49041.482,63,81.832,79.749,NA,14.466,0.016,-132.879,2.121
1841,20,28,643.246,689.057,49966.793,125,85.856,83.734,NA,4.025,0.004,-131.186,1.693
1842,20,29,642.11,686.786,50892.104,122,88.396,86.086,NA,2.54,0.003,-116.565,14.621
1843,20,30,638.703,677.321,51817.415,133,98.456,95.041,NA,10.06,0.011,-109.799,6.766
1844,20,31,634.917,673.535,52742.726,79,103.81,100.395,NA,5.354,0.006,-135,-25.201
1845,20,32,633.403,671.263,53668.036,49,106.54,103.07,NA,2.73,0.003,-123.69,11.31
1846,20,33,633.403,671.263,54593.347,72,106.54,103.07,NA,0,0,0,123.69
1847,20,34,633.403,671.263,55518.658,78,106.54,103.07,NA,0,0,0,0
1848,20,35,633.403,671.263,56443.969,90,106.54,103.07,NA,0,0,0,0
1849,20,36,633.403,671.263,57369.28,94,106.54,103.07,NA,0,0,0,0
1850,20,37,633.403,671.263,58294.591,98,106.54,103.07,NA,0,0,0,0
1851,20,38,631.888,668.991,59219.902,84,109.27,105.747,NA,2.73,0.003,-123.69,-123.69
1852,20,39,630.752,667.477,60145.213,91,111.163,107.622,NA,1.893,0.002,-126.87,-3.18
1853,20,40,630.374,667.098,61070.524,123,111.699,108.157,NA,0.535,5.786E-4,-135,-8.13
1854,20,41,630.374,667.098,61995.835,60,111.699,108.157,NA,0,0,0,135
1855,20,42,625.073,660.662,62921.146,75,120.037,116.463,NA,8.338,0.009,-129.472,-129.472
1856,20,43,622.045,655.362,63846.457,138,126.141,122.38,NA,6.105,0.007,-119.745,9.728
1857,20,44,619.394,651.576,64771.768,119,130.763,126.951,NA,4.621,0.005,-124.992,-5.247
1858,20,45,619.394,651.576,65697.079,70,130.763,126.951,NA,0,0,0,124.992
1859,20,46,619.394,651.576,66622.39,63,130.763,126.951,NA,0,0,0,0
1860,20,47,619.394,651.576,67547.701,146,130.763,126.951,NA,0,0,0,0
1861,20,48,619.394,651.576,68473.012,83,130.763,126.951,NA,0,0,0,0
1862,20,49,617.88,648.925,69398.323,99,133.815,129.92,NA,3.052,0.003,-119.745,-119.745
1863,20,50,617.501,647.411,70323.634,91,135.376,131.288,NA,1.561,0.002,-104.036,15.709
1864,20,51,614.094,641.732,71248.945,79,141.999,137.78,NA,6.623,0.007,-120.964,-16.928
1865,20,52,612.201,637.946,72174.256,94,146.232,141.863,NA,4.233,0.005,-116.565,4.399
1866,20,53,610.308,635.674,73099.567,70,149.189,144.818,NA,2.957,0.003,-129.806,-13.241
1867,20,54,609.172,634.16,74024.878,65,151.082,146.705,NA,1.893,0.002,-126.87,2.936
1868,20,55,608.415,633.024,74950.189,55,152.447,148.057,NA,1.365,0.001,-123.69,3.18
1869,20,56,608.415,633.024,75875.5,34,152.447,148.057,NA,0,0,0,123.69
1870,20,57,607.658,631.888,76800.811,39,153.812,149.41,NA,1.365,0.001,-123.69,-123.69
1871,20,58,601.979,625.073,77726.122,59,162.683,158.278,NA,8.871,0.01,-129.806,-6.116
1872,20,60,598.571,618.259,78651.433,82,170.302,165.657,NA,7.619,0.008,-116.565,13.241
1873,20,61,590.62,603.493,79576.744,34,187.072,182.075,NA,16.77,0.018,-118.301,-1.736
1874,20,62,587.97,598.571,80502.055,62,192.662,187.561,NA,5.59,0.006,-118.301,0
1875,20,63,587.97,595.921,81427.366,60,195.312,189.623,NA,2.65,0.003,-90,28.301
1876,20,64,586.834,594.785,82352.677,53,196.919,191.22,NA,1.606,0.002,-135,-45
1877,20,65,584.563,592.514,83277.988,31,200.131,194.413,NA,3.213,0.003,-135,0
1878,20,66,583.427,590.62,84203.299,33,202.339,196.6,NA,2.208,0.002,-120.964,14.036
1879,20,67,583.427,590.62,85128.61,55,202.339,196.6,NA,0,0,0,120.964
1880,20,68,583.048,589.485,86053.921,91,203.536,197.724,NA,1.197,0.001,-108.435,-108.435
1881,20,69,581.155,588.349,86979.232,57,205.744,199.794,NA,2.208,0.002,-149.036,-40.601
1882,20,70,580.777,585.699,87904.543,22,208.421,202.1,NA,2.677,0.003,-98.13,50.906
1883,20,71,578.505,580.398,88829.854,25,214.188,207.669,NA,5.767,0.006,-113.199,-15.068
1884,20,72,576.612,575.855,89755.164,28,219.109,212.418,NA,4.922,0.005,-112.62,0.579
1885,20,73,575.098,571.69,90680.475,9,223.541,216.644,NA,4.431,0.005,-109.983,2.637
1886,20,74,575.098,571.69,91605.786,26,223.541,216.644,NA,0,0,0,109.983
1887,20,75,575.098,571.69,92531.097,30,223.541,216.644,NA,0,0,0,0
1888,20,76,575.098,571.69,93456.408,31,223.541,216.644,NA,0,0,0,0
1889,20,77,574.719,569.797,94381.719,53,225.471,218.38,NA,1.931,0.002,-101.31,-101.31
1890,20,78,574.719,569.797,95307.03,42,225.471,218.38,NA,0,0,0,101.31
1891,20,79,572.448,567.147,96232.341,27,228.962,221.864,NA,3.491,0.004,-130.601,-130.601
1892,20,80,572.448,566.769,97157.652,67,229.341,222.166,NA,0.379,4.092E-4,-90,40.601
1893,20,81,572.069,564.497,98082.963,25,231.643,224.209,NA,2.303,0.002,-99.462,-9.462
1894,20,82,570.176,562.982,99008.274,53,234.068,226.556,NA,2.424,0.003,-141.34,-41.878
1895,20,83,570.176,562.982,99933.585,64,234.068,226.556,NA,0,0,0,141.34
1896,20,84,570.176,562.982,100858.896,48,234.068,226.556,NA,0,0,0,0
1897,20,85,570.176,562.982,101784.207,108,234.068,226.556,NA,0,0,0,0
1898,20,86,570.176,562.982,102709.518,66,234.068,226.556,NA,0,0,0,0
1899,20,87,570.176,562.982,103634.829,53,234.068,226.556,NA,0,0,0,0
1900,20,88,570.176,562.982,104560.14,71,234.068,226.556,NA,0,0,0,0
1901,20,89,570.176,562.982,105485.451,29,234.068,226.556,NA,0,0,0,0
1902,20,90,570.176,562.982,106410.762,40,234.068,226.556,NA,0,0,0,0
1903,20,91,570.176,562.982,107336.073,30,234.068,226.556,NA,0,0,0,0
1904,20,92,570.176,562.982,108261.384,29,234.068,226.556,NA,0,0,0,0
1905,20,93,570.176,562.982,109186.695,27,234.068,226.556,NA,0,0,0,0
1906,20,94,570.176,562.982,110112.006,30,234.068,226.556,NA,0,0,0,0
1907,20,95,570.176,562.982,111037.317,31,234.068,226.556,NA,0,0,0,0
1908,20,96,570.176,562.982,111962.628,28,234.068,226.556,NA,0,0,0,0
1909,20,97,570.176,562.982,112887.939,11,234.068,226.556,NA,0,0,0,0
1910,20,98,570.176,562.982,113813.25,40,234.068,226.556,NA,0,0,0,0
1911,20,99,570.176,562.982,114738.561,35,234.068,226.556,NA,0,0,0,0
1912,20,100,570.176,562.982,115663.872,30,234.068,226.556,NA,0,0,0,0
1913,20,101,570.176,562.982,116589.183,26,234.068,226.556,NA,0,0,0,0
1914,20,102,570.176,562.982,117514.494,22,234.068,226.556,NA,0,0,0,0
1915,22,1,778.786,680.728,12954.354,60,0,0,NA,NA,NA,NA,NA
1916,22,2,776.136,678.078,13879.665,45,3.748,3.748,NA,3.748,0.004,-135,NA
1917,22,3,773.486,676.185,14804.976,94,7.005,6.981,NA,3.257,0.004,-144.462,-9.462
1918,22,10,768.942,671.263,15730.287,121,13.703,13.656,NA,6.698,0.007,-132.709,11.753
1919,22,11,765.914,667.477,16655.598,129,18.551,18.474,NA,4.848,0.005,-128.66,4.05
1920,22,12,762.128,663.312,17580.909,77,24.18,24.1,NA,5.628,0.006,-132.274,-3.614
1921,22,13,760.613,661.419,18506.219,108,26.604,26.516,NA,2.424,0.003,-128.66,3.614
1922,22,14,760.235,661.041,19431.53,80,27.139,27.051,NA,0.535,5.786E-4,-135,-6.34
1923,22,15,757.206,659.148,20356.841,74,30.711,30.519,NA,3.572,0.004,-147.995,-12.995
1924,22,16,755.313,657.255,21282.152,61,33.388,33.196,NA,2.677,0.003,-135,12.995
1925,22,38,751.148,650.818,22207.463,67,41.054,40.724,NA,7.666,0.008,-122.905,12.095
1926,22,39,750.012,649.304,23132.774,85,42.947,42.608,NA,1.893,0.002,-126.87,-3.965
1927,22,40,747.362,645.139,24058.085,63,47.884,47.477,NA,4.936,0.005,-122.471,4.399
1928,22,41,746.605,644.382,24983.396,57,48.955,48.545,NA,1.071,0.001,-135,-12.529
1929,22,42,745.848,641.732,25908.707,31,51.711,51.045,NA,2.756,0.003,-105.945,29.055
1930,22,43,744.333,639.839,26834.018,59,54.135,53.469,NA,2.424,0.003,-128.66,-22.714
1931,22,44,744.333,639.839,27759.329,78,54.135,53.469,NA,0,0,0,128.66
1932,22,45,744.333,639.839,28684.64,66,54.135,53.469,NA,0,0,0,0
1933,22,46,741.683,635.296,29609.951,90,59.395,58.658,NA,5.26,0.006,-120.256,-120.256
1934,22,47,739.033,632.267,30535.262,61,63.42,62.68,NA,4.025,0.004,-131.186,-10.929
1935,22,48,737.518,628.102,31460.573,40,67.851,66.877,NA,4.431,0.005,-109.983,21.203
1936,22,49,736.004,625.831,32385.884,63,70.581,69.599,NA,2.73,0.003,-123.69,-13.707
1937,22,50,736.004,625.831,33311.195,38,70.581,69.599,NA,0,0,0,123.69
1938,22,51,735.247,622.802,34236.506,54,73.703,72.465,NA,3.122,0.003,-104.036,-104.036
1939,22,55,732.975,619.394,35161.817,88,77.798,76.554,NA,4.095,0.004,-123.69,-19.654
1940,22,56,731.839,618.259,36087.128,57,79.405,78.144,NA,1.606,0.002,-135,-11.31
1941,22,57,730.325,614.851,37012.439,76,83.133,81.782,NA,3.729,0.004,-113.962,21.038
1942,22,58,730.325,614.851,37937.75,95,83.133,81.782,NA,0,0,0,113.962
1943,22,59,729.189,611.822,38863.061,73,86.368,84.899,NA,3.235,0.003,-110.556,-110.556
1944,22,60,728.811,611.822,39788.372,95,86.747,85.121,NA,0.379,4.092E-4,180,-69.444
1945,22,61,728.811,611.822,40713.683,109,86.747,85.121,NA,0,0,0,-180
1946,22,62,728.811,611.444,41638.994,105,87.125,85.428,NA,0.379,4.092E-4,-90,-90
1947,22,63,728.811,610.686,42564.305,125,87.883,86.043,NA,0.757,8.183E-4,-90,0
1948,22,64,726.918,608.415,43489.616,47,90.84,88.992,NA,2.957,0.003,-129.806,-39.806
1949,22,65,726.918,608.036,44414.927,39,91.218,89.3,NA,0.379,4.092E-4,-90,39.806
1950,22,66,726.918,608.036,45340.238,23,91.218,89.3,NA,0,0,0,90
1951,22,69,726.918,606.522,46265.549,30,92.733,90.537,NA,1.514,0.002,-90,-90
1952,22,70,726.918,602.736,47190.86,34,96.519,93.665,NA,3.786,0.004,-90,0
1953,22,71,727.296,596.678,48116.171,91,102.588,98.568,NA,6.069,0.007,-86.424,3.576
1954,22,72,725.782,591.378,49041.482,52,108.101,103.889,NA,5.513,0.006,-105.945,-19.522
1955,22,73,725.403,589.106,49966.793,99,110.404,106.039,NA,2.303,0.002,-99.462,6.483
1956,22,74,723.889,586.834,50892.104,47,113.134,108.765,NA,2.73,0.003,-123.69,-24.228
1957,22,75,723.889,586.834,51817.415,59,113.134,108.765,NA,0,0,0,123.69
1958,22,76,723.889,586.834,52742.726,74,113.134,108.765,NA,0,0,0,0
1959,22,77,723.889,586.834,53668.036,104,113.134,108.765,NA,0,0,0,0
1960,22,78,722.374,583.048,54593.347,28,117.211,112.799,NA,4.078,0.004,-111.801,-111.801
1961,22,79,718.967,576.234,55518.658,84,124.831,120.405,NA,7.619,0.008,-116.565,-4.764
1962,22,80,717.452,570.176,56443.969,44,131.075,126.426,NA,6.244,0.007,-104.036,12.529
1963,22,81,717.452,568.662,57369.28,86,132.589,127.753,NA,1.514,0.002,-90,14.036
1964,22,82,717.452,568.662,58294.591,50,132.589,127.753,NA,0,0,0,90
1965,22,83,717.452,568.662,59219.902,67,132.589,127.753,NA,0,0,0,0
1966,22,84,714.802,563.361,60145.213,35,138.515,133.675,NA,5.926,0.006,-116.565,-116.565
1967,22,85,714.802,561.847,61070.524,0,140.03,135.006,NA,1.514,0.002,-90,26.565
1968,22,86,714.802,558.818,61995.835,24,143.059,137.681,NA,3.029,0.003,-90,0
1969,22,87,714.045,554.275,62921.146,24,147.664,142.063,NA,4.606,0.005,-99.462,-9.462
1970,22,88,713.666,550.489,63846.457,64,151.469,145.612,NA,3.805,0.004,-95.711,3.752
1971,22,89,712.909,544.052,64771.768,37,157.95,151.723,NA,6.481,0.007,-96.71,-0.999
1972,22,90,712.909,539.131,65697.079,50,162.872,156.172,NA,4.922,0.005,-90,6.71
1973,22,91,712.909,539.131,66622.39,62,162.872,156.172,NA,0,0,0,90
1974,22,92,712.909,539.131,67547.701,94,162.872,156.172,NA,0,0,0,0
1975,22,93,713.288,532.316,68473.012,75,169.697,162.223,NA,6.825,0.007,-86.82,-86.82
1976,22,94,712.531,529.287,69398.323,67,172.819,165.3,NA,3.122,0.003,-104.036,-17.216
1977,22,95,711.395,527.015,70323.634,68,175.359,167.837,NA,2.54,0.003,-116.565,-12.529
1978,22,96,711.395,527.015,71248.945,56,175.359,167.837,NA,0,0,0,116.565
1979,22,97,711.395,527.015,72174.256,28,175.359,167.837,NA,0,0,0,0
1980,22,98,711.395,527.015,73099.567,85,175.359,167.837,NA,0,0,0,0
1981,22,99,711.395,527.015,74024.878,37,175.359,167.837,NA,0,0,0,0
1982,22,100,711.395,527.015,74950.189,32,175.359,167.837,NA,0,0,0,0
1983,22,101,711.395,527.015,75875.5,36,175.359,167.837,NA,0,0,0,0
1984,22,102,711.395,527.015,76800.811,91,175.359,167.837,NA,0,0,0,0
1985,22,103,711.395,527.015,77726.122,50,175.359,167.837,NA,0,0,0,0
1986,22,104,710.638,519.443,78651.433,69,182.969,175.091,NA,7.61,0.008,-95.711,-95.711
1987,22,105,710.259,515.657,79576.744,97,186.774,178.73,NA,3.805,0.004,-95.711,0
1988,22,106,709.123,511.871,80502.055,51,190.726,182.662,NA,3.953,0.004,-106.699,-10.989
1989,22,107,709.123,511.871,81427.366,61,190.726,182.662,NA,0,0,0,106.699
1990,22,108,709.123,511.871,82352.677,33,190.726,182.662,NA,0,0,0,0
1991,22,109,707.609,509.599,83277.988,42,193.457,185.341,NA,2.73,0.003,-123.69,-123.69
1992,22,110,706.094,505.435,84203.299,31,197.888,189.768,NA,4.431,0.005,-109.983,13.707
1993,22,111,704.201,502.406,85128.61,35,201.46,193.292,NA,3.572,0.004,-122.005,-12.022
1994,22,112,704.201,498.999,86053.921,33,204.867,196.439,NA,3.407,0.004,-90,32.005
1995,22,113,704.201,496.348,86979.232,31,207.517,198.894,NA,2.65,0.003,-90,0
