Nr,TID,PID,x [micron],y [micron],t [sec],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],? [deg],?? [deg]
1262,12,96,833.684,384.282,85128.61,77,180.056,174.039,NA,0,0,0,0
1263,12,97,833.684,384.282,86053.921,33,180.056,174.039,NA,0,0,0,0
1264,12,98,833.305,384.282,86979.232,44,180.434,174.124,NA,0.379,4.092E-4,180,180
1265,13,1,689.436,757.963,52742.726,133,0,0,NA,NA,NA,NA,NA
1266,13,2,686.407,757.963,53668.036,228,3.029,3.029,NA,3.029,0.003,180,NA
1267,13,3,686.407,757.963,54593.347,243,3.029,3.029,NA,0,0,0,-180
1268,13,4,685.65,757.963,55518.658,255,3.786,3.786,NA,0.757,8.183E-4,180,180
1269,13,5,685.65,757.963,56443.969,247,3.786,3.786,NA,0,0,0,-180
1270,13,6,685.271,757.963,57369.28,236,4.165,4.165,NA,0.379,4.092E-4,180,180
1271,13,7,683.757,756.827,58294.591,158,6.058,5.792,NA,1.893,0.002,-143.13,36.87
1272,13,8,683.757,756.827,59219.902,99,6.058,5.792,NA,0,0,0,143.13
1273,13,9,683.757,756.827,60145.213,53,6.058,5.792,NA,0,0,0,0
1274,13,10,673.156,755.313,61070.524,139,16.766,16.494,NA,10.709,0.012,-171.87,-171.87
1275,13,11,663.691,753.798,61995.835,111,26.352,26.08,NA,9.585,0.01,-170.91,0.96
1276,13,12,659.148,753.42,62921.146,174,30.911,30.627,NA,4.559,0.005,-175.236,-4.327
1277,13,13,656.876,753.041,63846.457,151,33.214,32.93,NA,2.303,0.002,-170.538,4.699
1278,13,14,656.119,753.041,64771.768,117,33.971,33.679,NA,0.757,8.183E-4,180,-9.462
1279,13,15,650.061,751.905,65697.079,90,40.134,39.838,NA,6.163,0.007,-169.38,10.62
1280,13,16,647.411,751.905,66622.39,128,42.784,42.459,NA,2.65,0.003,180,-10.62
1281,13,17,642.11,748.876,67547.701,97,48.889,48.19,NA,6.105,0.007,-150.255,29.745
1282,13,18,642.11,748.876,68473.012,112,48.889,48.19,NA,0,0,0,150.255
1283,13,19,639.082,747.362,69398.323,130,52.275,51.458,NA,3.386,0.004,-153.435,-153.435
1284,13,20,637.567,745.469,70323.634,114,54.7,53.352,NA,2.424,0.003,-128.66,24.775
1285,13,21,636.81,745.09,71248.945,148,55.546,54.177,NA,0.847,9.149E-4,-153.435,-24.775
1286,13,22,623.938,726.918,72174.256,102,77.816,72.483,NA,22.27,0.024,-125.311,28.124
1287,13,23,621.287,721.617,73099.567,119,83.742,77.235,NA,5.926,0.006,-116.565,8.746
1288,13,24,614.472,714.045,74024.878,108,93.929,86.881,NA,10.187,0.011,-131.987,-15.422
1289,13,25,609.172,708.366,74950.189,119,101.698,94.351,NA,7.768,0.008,-133.025,-1.038
1290,13,26,607.658,704.201,75875.5,71,106.129,97.867,NA,4.431,0.005,-109.983,23.042
1291,13,27,605.007,699.28,76800.811,118,111.719,102.82,NA,5.59,0.006,-118.301,-8.318
1292,13,28,602.736,695.872,77726.122,84,115.814,106.64,NA,4.095,0.004,-123.69,-5.389
1293,13,29,600.464,692.086,78651.433,136,120.23,110.706,NA,4.415,0.005,-120.964,2.726
1294,13,30,599.707,690.95,79576.744,65,121.595,111.991,NA,1.365,0.001,-123.69,-2.726
1295,13,31,599.707,690.95,80502.055,57,121.595,111.991,NA,0,0,0,123.69
1296,13,32,598.95,689.814,81427.366,89,122.96,113.278,NA,1.365,0.001,-123.69,-123.69
1297,13,33,597.814,688.3,82352.677,63,124.853,115.098,NA,1.893,0.002,-126.87,-3.18
1298,13,34,595.921,686.028,83277.988,90,127.81,117.981,NA,2.957,0.003,-129.806,-2.936
1299,13,35,592.514,682.621,84203.299,64,132.629,122.761,NA,4.819,0.005,-135,-5.194
1300,13,36,589.106,679.592,85128.61,76,137.188,127.311,NA,4.559,0.005,-138.366,-3.366
1301,13,37,587.97,678.078,86053.921,59,139.081,129.139,NA,1.893,0.002,-126.87,11.497
1302,13,38,586.077,675.806,86979.232,149,142.038,132.033,NA,2.957,0.003,-129.806,-2.936
1303,13,39,586.077,675.806,87904.543,133,142.038,132.033,NA,0,0,0,129.806
1304,13,40,585.699,675.428,88829.854,143,142.573,132.565,NA,0.535,5.786E-4,-135,-135
1305,13,41,584.941,672.399,89755.164,102,145.695,135.057,NA,3.122,0.003,-104.036,30.964
1306,13,42,584.941,672.399,90680.475,79,145.695,135.057,NA,0,0,0,104.036
1307,13,43,584.941,672.399,91605.786,117,145.695,135.057,NA,0,0,0,0
1308,13,44,584.941,672.399,92531.097,142,145.695,135.057,NA,0,0,0,0
1309,13,45,584.941,672.399,93456.408,176,145.695,135.057,NA,0,0,0,0
1310,13,46,584.941,672.399,94381.719,89,145.695,135.057,NA,0,0,0,0
1311,13,47,584.941,672.399,95307.03,63,145.695,135.057,NA,0,0,0,0
1312,13,48,582.67,670.127,96232.341,70,148.908,138.254,NA,3.213,0.003,-135,-135
1313,13,49,582.67,668.991,97157.652,51,150.043,138.978,NA,1.136,0.001,-90,45
1314,13,50,582.67,668.613,98082.963,41,150.422,139.221,NA,0.379,4.092E-4,-90,0
1315,13,51,580.398,662.176,99008.274,29,157.247,145.135,NA,6.825,0.007,-109.44,-19.44
1316,13,52,578.884,659.905,99933.585,86,159.977,147.774,NA,2.73,0.003,-123.69,-14.25
1317,13,53,578.884,659.905,100858.896,75,159.977,147.774,NA,0,0,0,123.69
1318,13,54,578.884,659.526,101784.207,82,160.356,148.025,NA,0.379,4.092E-4,-90,-90
1319,13,55,578.884,659.526,102709.518,66,160.356,148.025,NA,0,0,0,90
1320,13,56,578.884,659.526,103634.829,83,160.356,148.025,NA,0,0,0,0
1321,13,57,578.884,659.526,104560.14,54,160.356,148.025,NA,0,0,0,0
1322,13,58,578.884,659.526,105485.451,47,160.356,148.025,NA,0,0,0,0
1323,13,59,576.612,658.012,106410.762,63,163.086,150.73,NA,2.73,0.003,-146.31,-146.31
1324,13,60,576.234,657.255,107336.073,67,163.933,151.515,NA,0.847,9.149E-4,-116.565,29.745
1325,13,61,575.098,656.497,108261.384,27,165.298,152.867,NA,1.365,0.001,-146.31,-29.745
1326,13,62,574.341,654.983,109186.695,53,166.991,154.44,NA,1.693,0.002,-116.565,29.745
1327,13,63,573.205,650.44,110112.006,74,171.674,158.338,NA,4.683,0.005,-104.036,12.529
1328,13,64,570.176,646.654,111037.317,31,176.523,163.134,NA,4.848,0.005,-128.66,-24.624
1329,13,65,567.147,644.382,111962.628,35,180.309,166.899,NA,3.786,0.004,-143.13,-14.47
1330,13,66,566.769,641.353,112887.939,59,183.361,169.249,NA,3.052,0.003,-97.125,46.005
1331,13,67,566.769,641.353,113813.25,32,183.361,169.249,NA,0,0,0,97.125
1332,13,68,566.769,641.353,114738.561,33,183.361,169.249,NA,0,0,0,0
1333,13,69,564.875,640.596,115663.872,83,185.4,171.144,NA,2.039,0.002,-158.199,-158.199
1334,13,70,564.875,640.596,116589.183,50,185.4,171.144,NA,0,0,0,158.199
1335,13,71,564.875,640.596,117514.494,55,185.4,171.144,NA,0,0,0,0
1336,13,72,564.118,639.46,118439.805,123,186.765,172.474,NA,1.365,0.001,-123.69,-123.69
1337,13,73,560.711,634.917,119365.116,52,192.444,178.074,NA,5.679,0.006,-126.87,-3.18
1338,13,74,559.196,634.16,120290.427,46,194.137,179.693,NA,1.693,0.002,-153.435,-26.565
1339,13,75,556.546,631.888,121215.738,68,197.628,183.179,NA,3.491,0.004,-139.399,14.036
1340,13,76,553.139,628.859,122141.049,58,202.187,187.735,NA,4.559,0.005,-138.366,1.032
1341,13,77,553.139,628.859,123066.36,64,202.187,187.735,NA,0,0,0,138.366
1342,13,78,552.76,627.345,123991.671,55,203.748,189.054,NA,1.561,0.002,-104.036,-104.036
1343,13,79,549.353,622.045,124916.982,79,210.049,195.185,NA,6.301,0.007,-122.735,-18.699
1344,13,80,548.217,620.53,125842.292,33,211.942,197.055,NA,1.893,0.002,-126.87,-4.135
1345,13,81,546.324,616.744,126767.603,38,216.175,201.057,NA,4.233,0.005,-116.565,10.305
1346,13,82,546.324,616.744,127692.914,61,216.175,201.057,NA,0,0,0,116.565
1347,13,83,546.324,616.744,128618.225,25,216.175,201.057,NA,0,0,0,0
1348,13,84,545.945,615.23,129543.536,32,217.736,202.391,NA,1.561,0.002,-104.036,-104.036
1349,13,85,544.431,613.337,130468.847,42,220.16,204.8,NA,2.424,0.003,-128.66,-24.624
1350,13,86,544.431,613.337,131394.158,54,220.16,204.8,NA,0,0,0,128.66
1351,13,87,544.431,613.337,132319.469,57,220.16,204.8,NA,0,0,0,0
1352,13,88,544.431,613.337,133244.78,53,220.16,204.8,NA,0,0,0,0
1353,13,89,544.431,613.337,134170.091,31,220.16,204.8,NA,0,0,0,0
1354,13,90,542.538,612.201,135095.402,32,222.368,206.943,NA,2.208,0.002,-149.036,-149.036
1355,13,91,541.024,610.308,136020.713,41,224.792,209.352,NA,2.424,0.003,-128.66,20.376
1356,13,92,541.024,610.308,136946.024,31,224.792,209.352,NA,0,0,0,128.66
1357,13,93,541.024,610.308,137871.335,60,224.792,209.352,NA,0,0,0,0
1358,13,94,541.024,610.308,138796.646,38,224.792,209.352,NA,0,0,0,0
1359,13,95,541.024,610.308,139721.957,36,224.792,209.352,NA,0,0,0,0
1360,13,96,541.024,610.308,140647.268,63,224.792,209.352,NA,0,0,0,0
1361,16,5,721.238,707.23,11103.732,124,0,0,NA,NA,NA,NA,NA
1362,16,6,718.967,706.852,12029.043,166,2.303,2.303,NA,2.303,0.002,-170.538,NA
1363,16,7,717.831,706.473,12954.354,97,3.5,3.491,NA,1.197,0.001,-161.565,8.973
1364,16,8,709.88,704.58,13879.665,109,11.673,11.663,NA,8.173,0.009,-166.608,-5.042
1365,16,9,707.23,704.201,14804.976,90,14.35,14.332,NA,2.677,0.003,-171.87,-5.262
1366,16,10,706.852,704.201,15730.287,99,14.729,14.702,NA,0.379,4.092E-4,180,-8.13
1367,16,11,704.201,703.444,16655.598,64,17.485,17.453,NA,2.756,0.003,-164.055,15.945
1368,16,12,700.794,702.687,17580.909,63,20.976,20.943,NA,3.491,0.004,-167.471,-3.417
1369,16,13,698.522,701.93,18506.219,56,23.37,23.326,NA,2.394,0.003,-161.565,5.906
1370,16,14,694.736,701.173,19431.53,75,27.231,27.186,NA,3.861,0.004,-168.69,-7.125
1371,16,15,692.843,700.037,20356.841,60,29.439,29.292,NA,2.208,0.002,-149.036,19.654
1372,16,16,692.086,699.658,21282.152,80,30.285,30.12,NA,0.847,9.149E-4,-153.435,-4.399
1373,16,17,687.543,697.387,22207.463,63,35.365,35.104,NA,5.079,0.005,-153.435,0
1374,16,18,681.485,693.222,23132.774,112,42.716,42.149,NA,7.351,0.008,-145.491,7.943
1375,16,19,678.835,691.707,24058.085,83,45.768,45.155,NA,3.052,0.003,-150.255,-4.764
1376,16,20,677.321,690.193,24983.396,139,47.91,47.107,NA,2.142,0.002,-135,15.255
1377,16,21,670.127,680.728,25908.707,91,59.798,57.574,NA,11.888,0.013,-127.235,7.765
1378,16,22,668.234,679.214,26834.018,125,62.223,59.953,NA,2.424,0.003,-141.34,-14.105
1379,16,23,668.234,679.214,27759.329,81,62.223,59.953,NA,0,0,0,141.34
1380,16,24,668.234,679.214,28684.64,81,62.223,59.953,NA,0,0,0,0
1381,16,25,667.477,678.835,29609.951,146,63.069,60.8,NA,0.847,9.149E-4,-153.435,-153.435
1382,16,26,665.205,676.942,30535.262,69,66.026,63.695,NA,2.957,0.003,-140.194,13.241
1383,16,27,664.448,676.563,31460.573,140,66.873,64.542,NA,0.847,9.149E-4,-153.435,-13.241
1384,16,28,664.448,676.563,32385.884,85,66.873,64.542,NA,0,0,0,153.435
1385,16,29,663.691,674.67,33311.195,60,68.912,66.12,NA,2.039,0.002,-111.801,-111.801
1386,16,30,662.934,674.292,34236.506,61,69.758,66.966,NA,0.847,9.149E-4,-153.435,-41.634
1387,16,31,662.934,674.292,35161.817,121,69.758,66.966,NA,0,0,0,153.435
1388,16,32,662.555,672.399,36087.128,122,71.689,68.242,NA,1.931,0.002,-101.31,-101.31
1389,16,33,661.798,669.748,37012.439,170,74.445,70.271,NA,2.756,0.003,-105.945,-4.635
1390,16,34,661.798,668.613,37937.75,93,75.581,70.884,NA,1.136,0.001,-90,15.945
1391,16,35,661.798,666.341,38863.061,89,77.852,72.146,NA,2.272,0.002,-90,0
1392,16,36,661.798,666.341,39788.372,113,77.852,72.146,NA,0,0,0,90
1393,16,37,661.798,666.341,40713.683,56,77.852,72.146,NA,0,0,0,0
1394,16,38,661.798,666.341,41638.994,89,77.852,72.146,NA,0,0,0,0
1395,16,39,661.041,663.691,42564.305,33,80.609,74.293,NA,2.756,0.003,-105.945,-105.945
1396,16,40,661.041,662.176,43489.616,61,82.123,75.191,NA,1.514,0.002,-90,15.945
1397,16,41,660.662,658.39,44414.927,98,85.928,77.813,NA,3.805,0.004,-95.711,-5.711
1398,16,42,658.769,654.604,45340.238,85,90.161,81.682,NA,4.233,0.005,-116.565,-20.854
1399,16,43,656.876,651.576,46265.549,96,93.733,85.088,NA,3.572,0.004,-122.005,-5.44
1400,16,44,655.74,649.304,47190.86,116,96.272,87.438,NA,2.54,0.003,-116.565,5.44
1401,16,45,655.74,649.304,48116.171,107,96.272,87.438,NA,0,0,0,116.565
1402,16,46,655.74,648.168,49041.482,107,97.408,88.195,NA,1.136,0.001,-90,-90
1403,16,47,655.74,646.654,49966.793,66,98.923,89.216,NA,1.514,0.002,-90,0
1404,16,48,655.74,646.654,50892.104,84,98.923,89.216,NA,0,0,0,90
1405,16,49,655.74,646.654,51817.415,114,98.923,89.216,NA,0,0,0,0
1406,16,50,654.983,644.003,52742.726,73,101.679,91.583,NA,2.756,0.003,-105.945,-105.945
1407,16,51,654.983,643.246,53668.036,120,102.436,92.107,NA,0.757,8.183E-4,-90,15.945
1408,16,52,654.983,643.246,54593.347,105,102.436,92.107,NA,0,0,0,90
1409,16,53,654.983,640.596,55518.658,63,105.086,93.968,NA,2.65,0.003,-90,-90
1410,16,54,654.983,637.946,56443.969,31,107.737,95.865,NA,2.65,0.003,-90,0
1411,16,55,654.983,637.946,57369.28,76,107.737,95.865,NA,0,0,0,90
1412,16,56,654.983,637.946,58294.591,62,107.737,95.865,NA,0,0,0,0
1413,16,57,654.983,637.946,59219.902,31,107.737,95.865,NA,0,0,0,0
1414,16,58,654.983,637.946,60145.213,25,107.737,95.865,NA,0,0,0,0
1415,16,59,654.983,637.946,61070.524,37,107.737,95.865,NA,0,0,0,0
1416,16,60,654.983,637.946,61995.835,85,107.737,95.865,NA,0,0,0,0
1417,16,61,654.983,637.946,62921.146,85,107.737,95.865,NA,0,0,0,0
1418,16,62,654.983,633.403,63846.457,71,112.28,99.198,NA,4.543,0.005,-90,-90
1419,16,63,653.469,628.481,64771.768,67,117.429,103.895,NA,5.15,0.006,-107.103,-17.103
1420,16,64,652.333,623.938,65697.079,88,122.112,108.1,NA,4.683,0.005,-104.036,3.066
1421,16,65,650.44,620.53,66622.39,31,126.01,111.935,NA,3.898,0.004,-119.055,-15.018
1422,16,66,650.44,620.152,67547.701,62,126.389,112.228,NA,0.379,4.092E-4,-90,29.055
1423,16,67,650.44,620.152,68473.012,45,126.389,112.228,NA,0,0,0,90
1424,16,68,650.44,620.152,69398.323,97,126.389,112.228,NA,0,0,0,0
1425,16,69,649.304,617.501,70323.634,124,129.272,115.004,NA,2.883,0.003,-113.199,-113.199
1426,16,70,649.304,614.094,71248.945,94,132.68,117.682,NA,3.407,0.004,-90,23.199
1427,16,71,648.547,611.444,72174.256,95,135.436,120.246,NA,2.756,0.003,-105.945,-15.945
1428,16,72,648.547,610.308,73099.567,87,136.572,121.153,NA,1.136,0.001,-90,15.945
1429,16,73,648.547,610.308,74024.878,74,136.572,121.153,NA,0,0,0,90
1430,16,74,648.547,610.308,74950.189,83,136.572,121.153,NA,0,0,0,0
1431,16,75,648.547,609.172,75875.5,93,137.708,122.063,NA,1.136,0.001,-90,-90
1432,16,76,648.547,608.415,76800.811,65,138.465,122.673,NA,0.757,8.183E-4,-90,0
1433,16,77,648.547,608.415,77726.122,74,138.465,122.673,NA,0,0,0,90
1434,16,78,648.547,608.415,78651.433,69,138.465,122.673,NA,0,0,0,0
1435,16,79,648.547,608.415,79576.744,97,138.465,122.673,NA,0,0,0,0
1436,16,80,648.547,607.279,80502.055,59,139.601,123.589,NA,1.136,0.001,-90,-90
1437,16,81,648.547,605.007,81427.366,39,141.872,125.434,NA,2.272,0.002,-90,0
1438,16,82,648.547,605.007,82352.677,77,141.872,125.434,NA,0,0,0,90
1439,16,83,648.547,603.872,83277.988,77,143.008,126.361,NA,1.136,0.001,-90,-90
1440,16,84,648.547,603.872,84203.299,30,143.008,126.361,NA,0,0,0,90
1441,16,85,648.547,603.114,85128.61,91,143.765,126.981,NA,0.757,8.183E-4,-90,-90
1442,16,86,648.547,603.114,86053.921,73,143.765,126.981,NA,0,0,0,90
1443,16,87,648.547,603.114,86979.232,120,143.765,126.981,NA,0,0,0,0
1444,16,88,648.547,602.736,87904.543,72,144.144,127.292,NA,0.379,4.092E-4,-90,-90
1445,16,89,648.547,602.736,88829.854,88,144.144,127.292,NA,0,0,0,90
1446,16,90,648.547,602.736,89755.164,3,144.144,127.292,NA,0,0,0,0
1447,16,91,648.547,602.736,90680.475,55,144.144,127.292,NA,0,0,0,0
1448,16,92,648.547,602.736,91605.786,32,144.144,127.292,NA,0,0,0,0
1449,16,93,648.547,601.6,92531.097,21,145.28,128.226,NA,1.136,0.001,-90,-90
1450,16,94,648.547,601.6,93456.408,55,145.28,128.226,NA,0,0,0,90
1451,16,95,648.547,601.6,94381.719,41,145.28,128.226,NA,0,0,0,0
1452,16,96,648.547,601.6,95307.03,107,145.28,128.226,NA,0,0,0,0
1453,16,97,648.547,600.464,96232.341,98,146.416,129.163,NA,1.136,0.001,-90,-90
1454,16,98,648.168,598.95,97157.652,90,147.977,130.629,NA,1.561,0.002,-104.036,-14.036
1455,16,99,648.168,598.95,98082.963,68,147.977,130.629,NA,0,0,0,104.036
1456,16,100,648.168,598.95,99008.274,45,147.977,130.629,NA,0,0,0,0
1457,16,101,648.168,598.95,99933.585,51,147.977,130.629,NA,0,0,0,0
1458,16,102,647.79,598.571,100858.896,9,148.512,131.155,NA,0.535,5.786E-4,-135,-135
1459,16,103,640.596,590.242,101784.207,51,159.518,142.09,NA,11.006,0.012,-130.815,4.185
1460,16,104,637.567,586.077,102709.518,34,164.667,147.238,NA,5.15,0.006,-126.027,4.788
1461,16,105,633.781,583.806,103634.829,13,169.082,151.269,NA,4.415,0.005,-149.036,-23.009
1462,16,106,630.752,579.641,104560.14,32,174.232,156.418,NA,5.15,0.006,-126.027,23.009
1463,16,107,627.345,576.612,105485.451,14,178.791,160.863,NA,4.559,0.005,-138.366,-12.339
1464,16,108,625.452,573.583,106410.762,1,182.363,164.428,NA,3.572,0.004,-122.005,16.361
1465,16,109,623.938,570.933,107336.073,28,185.415,167.464,NA,3.052,0.003,-119.745,2.261
1466,16,110,622.045,569.04,108261.384,24,188.092,170.106,NA,2.677,0.003,-135,-15.255
1467,16,111,622.045,569.04,109186.695,23,188.092,170.106,NA,0,0,0,135
1468,16,112,622.045,569.04,110112.006,32,188.092,170.106,NA,0,0,0,0
1469,16,113,622.045,569.04,111037.317,11,188.092,170.106,NA,0,0,0,0
1470,16,114,619.394,562.982,111962.628,5,194.704,176.578,NA,6.612,0.007,-113.629,-113.629
1471,16,115,618.259,559.575,112887.939,31,198.296,180.019,NA,3.592,0.004,-108.435,5.194
1472,16,116,617.501,559.196,113813.25,37,199.142,180.763,NA,0.847,9.149E-4,-153.435,-45
1473,16,117,616.365,558.061,114738.561,33,200.749,182.346,NA,1.606,0.002,-135,18.435
1474,16,118,615.987,555.789,115663.872,0,203.052,184.424,NA,2.303,0.002,-99.462,35.538
1475,16,119,615.23,555.41,116589.183,36,203.898,185.168,NA,0.847,9.149E-4,-153.435,-53.973
1476,16,120,615.23,555.41,117514.494,19,203.898,185.168,NA,0,0,0,153.435
1477,16,121,615.23,555.41,118439.805,3,203.898,185.168,NA,0,0,0,0
1478,16,122,614.094,553.139,119365.116,0,206.438,187.681,NA,2.54,0.003,-116.565,-116.565
1479,16,123,614.094,553.139,120290.427,29,206.438,187.681,NA,0,0,0,116.565
1480,16,124,614.094,553.139,121215.738,30,206.438,187.681,NA,0,0,0,0
1481,16,125,614.094,553.139,122141.049,24,206.438,187.681,NA,0,0,0,0
1482,16,126,614.094,553.139,123066.36,26,206.438,187.681,NA,0,0,0,0
1483,16,127,614.094,553.139,123991.671,17,206.438,187.681,NA,0,0,0,0
1484,16,128,613.337,551.246,124916.982,9,208.477,189.668,NA,2.039,0.002,-111.801,-111.801
1485,16,129,612.201,550.11,125842.292,17,210.083,191.248,NA,1.606,0.002,-135,-23.199
1486,16,130,612.201,550.11,126767.603,32,210.083,191.248,NA,0,0,0,135
1487,16,131,612.201,550.11,127692.914,34,210.083,191.248,NA,0,0,0,0
1488,17,1,635.296,778.786,0,245,0,0,NA,NA,NA,NA,NA
1489,17,2,635.296,778.786,925.311,156,0,0,NA,0,0,0,NA
1490,17,3,632.267,778.786,1850.622,231,3.029,3.029,NA,3.029,0.003,180,180
1491,17,4,632.267,778.786,2775.933,160,3.029,3.029,NA,0,0,0,-180
1492,17,5,629.617,778.408,3701.244,172,5.706,5.692,NA,2.677,0.003,-171.87,-171.87
1493,17,6,626.966,778.786,4626.555,161,8.383,8.329,NA,2.677,0.003,171.87,-16.26
1494,17,7,626.588,778.786,5551.866,127,8.762,8.708,NA,0.379,4.092E-4,180,8.13
1495,17,8,620.152,776.136,6477.177,134,15.722,15.374,NA,6.961,0.008,-157.62,22.38
1496,17,9,616.744,775,7402.488,215,19.314,18.934,NA,3.592,0.004,-161.565,-3.945
1497,17,10,614.094,774.243,8327.799,159,22.07,21.683,NA,2.756,0.003,-164.055,-2.49
1498,17,11,611.444,771.971,9253.11,116,25.561,24.806,NA,3.491,0.004,-139.399,24.656
1499,17,12,608.415,770.835,10178.421,168,28.796,28.032,NA,3.235,0.003,-159.444,-20.045
1500,17,13,604.25,768.564,11103.732,233,33.539,32.685,NA,4.744,0.005,-151.39,8.054
1501,17,14,601.6,766.292,12029.043,138,37.03,35.937,NA,3.491,0.004,-139.399,11.991
1502,17,15,598.571,764.021,12954.354,182,40.816,39.582,NA,3.786,0.004,-143.13,-3.731
1503,17,16,597.057,762.885,13879.665,176,42.709,41.413,NA,1.893,0.002,-143.13,0
1504,17,17,597.057,762.885,14804.976,255,42.709,41.413,NA,0,0,0,143.13
1505,17,18,596.3,760.992,15730.287,120,44.748,42.864,NA,2.039,0.002,-111.801,-111.801
1506,17,19,594.407,758.342,16655.598,121,48.005,45.715,NA,3.257,0.004,-125.538,-13.736
1507,17,20,592.135,755.313,17580.909,117,51.791,49.131,NA,3.786,0.004,-126.87,-1.332
1508,17,21,592.135,755.313,18506.219,100,51.791,49.131,NA,0,0,0,126.87
1509,17,22,591.378,753.798,19431.53,77,53.484,50.529,NA,1.693,0.002,-116.565,-116.565
1510,17,23,590.242,750.391,20356.841,91,57.076,53.255,NA,3.592,0.004,-108.435,8.13
1511,17,24,587.97,747.741,21282.152,205,60.566,56.6,NA,3.491,0.004,-130.601,-22.166
1512,17,25,587.213,746.605,22207.463,109,61.931,57.858,NA,1.365,0.001,-123.69,6.911
1513,17,26,584.941,742.819,23132.774,127,66.347,61.88,NA,4.415,0.005,-120.964,2.726
1514,17,27,583.806,740.926,24058.085,95,68.554,63.911,NA,2.208,0.002,-120.964,0
1515,17,28,583.048,739.79,24983.396,91,69.919,65.196,NA,1.365,0.001,-123.69,-2.726
1516,17,29,583.048,739.79,25908.707,94,69.919,65.196,NA,0,0,0,123.69
1517,17,30,583.048,739.79,26834.018,55,69.919,65.196,NA,0,0,0,0
1518,17,31,583.048,739.79,27759.329,126,69.919,65.196,NA,0,0,0,0
1519,17,32,583.048,739.79,28684.64,135,69.919,65.196,NA,0,0,0,0
1520,17,33,583.048,738.654,29609.951,94,71.055,65.881,NA,1.136,0.001,-90,-90
1521,17,34,581.913,735.625,30535.262,88,74.29,68.648,NA,3.235,0.003,-110.556,-20.556
1522,17,35,581.534,733.732,31460.573,101,76.22,70.144,NA,1.931,0.002,-101.31,9.246
1523,17,36,580.777,732.218,32385.884,83,77.913,71.7,NA,1.693,0.002,-116.565,-15.255
1524,17,37,579.641,730.704,33311.195,129,79.806,73.548,NA,1.893,0.002,-126.87,-10.305
1525,17,38,579.262,727.675,34236.506,93,82.859,75.843,NA,3.052,0.003,-97.125,29.745
1526,17,39,575.476,718.21,35161.817,143,93.053,85.134,NA,10.194,0.011,-111.801,-14.676
1527,17,40,572.826,713.666,36087.128,238,98.313,90.239,NA,5.26,0.006,-120.256,-8.455
1528,17,41,572.448,711.773,37012.439,98,100.243,91.873,NA,1.931,0.002,-101.31,18.947
1529,17,42,570.555,707.987,37937.75,152,104.476,95.937,NA,4.233,0.005,-116.565,-15.255
1530,17,43,565.254,701.93,38863.061,56,112.525,103.984,NA,8.049,0.009,-131.186,-14.621
1531,17,44,562.982,698.901,39788.372,175,116.311,107.754,NA,3.786,0.004,-126.87,4.316
1532,17,45,562.225,697.387,40713.683,75,118.005,109.385,NA,1.693,0.002,-116.565,10.305
1533,17,46,562.225,697.387,41638.994,153,118.005,109.385,NA,0,0,0,116.565
1534,17,47,562.225,697.387,42564.305,82,118.005,109.385,NA,0,0,0,0
1535,17,48,562.225,697.387,43489.616,103,118.005,109.385,NA,0,0,0,0
1536,17,49,560.332,693.979,44414.927,126,121.903,113.189,NA,3.898,0.004,-119.055,-119.055
1537,17,50,559.196,691.707,45340.238,125,124.442,115.645,NA,2.54,0.003,-116.565,2.49
1538,17,51,558.061,690.193,46265.549,77,126.335,117.533,NA,1.893,0.002,-126.87,-10.305
1539,17,52,558.061,687.921,47190.86,98,128.607,119.254,NA,2.272,0.002,-90,36.87
1540,17,53,556.925,686.786,48116.171,121,130.213,120.856,NA,1.606,0.002,-135,-45
1541,17,54,556.168,683.757,49041.482,150,133.335,123.66,NA,3.122,0.003,-104.036,30.964
